Day,Exponential_Pred,Logistic_Pred,Richards_Pred,Gompertz_Pred,Gradient Boosting_Pred
60.0,6265.827670322871,7778.308969922085,7591.033762464671,8439.798965514337,2693.0000253879107
61.0,6299.459389013184,7800.39949050444,7613.404768805174,8448.280555279496,2765.000025334796
62.0,6333.184340087626,7822.5850681411375,7635.871558273682,8456.862407019265,2834.000025280775
63.0,6367.002782000953,7844.866090802447,7658.434519984514,8465.54540891546,2881.000025235283
64.0,6400.914973924388,7867.242947855838,7681.094044447165,8474.330453383145,2942.000025183648
65.0,6434.921175747624,7889.7160300693295,7703.850523569621,8483.218437052115,3014.000025132873
66.0,6469.021648080807,7912.285729614844,7726.7043506616865,8492.21026074793,3087.000025086261
67.0,6503.216652256528,7934.952440071544,7749.655920438308,8501.306829472534,3157.000025034898
68.0,6537.506450331848,7957.71655642916,7772.705629022872,8510.509052384448,3228.000024985548
69.0,6571.891305090276,7980.57847509132,7795.8538739505075,8519.817842778519,3282.0000249352665
70.0,6606.3714800438065,8003.538593878857,7819.101054171382,8529.234118065262,3386.0000248824535
71.0,6640.947239434927,8026.59731203311,7842.447570053964,8538.758799749761,3451.0000248366396
72.0,6675.618848238648,8049.755030219228,7865.893823388313,8548.39281341015,3527.0000247832522
73.0,6710.386572164534,8073.012150529444,7889.440217389325,8558.137088675658,3595.000024732566
74.0,6745.2506776587325,8096.36907648636,7913.087156699989,8567.992559204242,3659.000024681749
75.0,6780.211431906027,8119.826213046201,7936.835047394636,8577.960162659789,3733.0000246321342
76.0,6815.269102831877,8143.383966602077,7960.684296982152,8588.040840688884,3806.0000245805027
77.0,6850.42395910447,8167.042744987222,7984.635314409208,8598.235538897168,3877.000024528375
78.0,6885.67627013679,8190.80295747823,8008.688510063474,8608.545206825273,3939.0000244793537
79.0,6921.026306088672,8214.665014798273,8032.844295776795,8618.970797924312,4007.000024428674
80.0,6956.4743378688745,8238.629329120318,8057.103084828406,8629.513269530982,4089.0000243779746
81.0,6992.020637137162,8262.69631407032,8081.465291948089,8640.17358284222,4163.000024320612
82.0,7027.665476306382,8286.866384730409,8105.9313333193295,8650.952702889452,4227.000024275343
83.0,7063.409128544547,8311.139957642066,8130.501626582491,8661.851598512409,4308.000024219883
84.0,7099.251867776944,8335.517450809293,8155.176590837929,8672.871242332556,4398.000024172314
85.0,7135.193968688211,8359.999283701756,8179.956646649129,8684.012610726062,4475.000024113348
86.0,7171.235706724467,8384.58587725792,8204.842216045825,8695.276683796399,4560.000024057157
87.0,7207.377358095404,8409.277653888184,8229.833722527086,8706.664445346481,4631.000024000597
88.0,7243.619199776411,8434.075037477982,8254.931591064418,8718.176882850443,4717.000023952294
89.0,7279.961509510698,8458.978453390893,8280.136248104818,8729.814987424954,4780.000023896629
90.0,7316.404565811423,8483.988328471716,8305.448121573852,8741.579753800164,4848.000023840838
91.0,7352.9486479638235,8509.10509104954,8330.867640878701,8753.472180290215,4911.000023786677
92.0,7389.594036027358,8534.329170940808,8356.395236911176,8765.49326876336,4995.000023731767
93.0,7426.341010837859,8559.660999452353,8382.031342050746,8777.64402461167,5092.000023683644
94.0,7463.189854009677,8585.101009384427,8407.776390167546,8789.925456720335,5177.0000236285
95.0,7500.140847937841,8610.649635033711,8433.630816625348,8802.338577436572,5247.000023573329
96.0,7537.194275800224,8636.307312196315,8459.59505828455,8814.884402538126,5315.000023528274
97.0,7574.350421559711,8662.074478170762,8485.669553505122,8827.563951201362,5374.000023476534
98.0,7611.609569966378,8687.951571760941,8511.854742149548,8840.378245968988,5453.000023426906
