Day,Exponential_Pred,Logistic_Pred,Richards_Pred,Gompertz_Pred,Gradient Boosting_Pred
99.0,7648.972006559674,8713.939033279068,8538.15106558575,8853.328312717353,5504.000023379752
100.0,7686.438017670605,8740.03730454862,8564.558966689996,8866.415180623373,5552.000023343613
101.0,7724.007890423933,8766.24682890724,8591.078889849796,8879.63988213105,5610.000023288179
102.0,7761.681912740374,8792.568051209644,8617.711280966772,8893.003452917616,5677.000023238065
103.0,7799.460373338807,8819.001417830506,8644.456587459516,8906.506931859283,5692.000023187968
104.0,7837.343561738482,8845.547376667317,8671.315258266422,8920.151360996602,5809.00002312544
105.0,7875.331768261243,8872.206377143233,8698.287743848523,8933.937785499451,6035.00002301858
106.0,7913.425284033754,8898.978870209903,8725.374496192277,8947.86725363164,6137.000022955257
107.0,7951.624400989724,8925.865308350283,8752.575968812376,8961.940816715129,6239.000022895416
108.0,7989.929411872148,8952.866145581429,8779.892616754481,8976.159529093871,6302.0000228254285
109.0,8028.340610235553,8979.98183745726,8807.324896597998,8990.524448097305,6393.000022765823
110.0,8066.858290448245,9007.212841071327,8834.873266458786,9005.036634003438,6506.00002269572
111.0,8105.482747694563,9034.559615059523,8862.538185991873,9019.697150001588,6593.000022627429
112.0,8144.214277977142,9062.022619602823,8890.320116394158,9034.507062154757,6685.000022563551
113.0,8183.053178119188,9089.60231642997,8918.219520407054,9049.467439361622,6763.00002250298
114.0,8221.99974576674,9117.299168820135,8946.236862319152,9064.579353318195,6844.000022445651
115.0,8261.054279390964,9145.113641605585,8974.372607968848,9079.843878479094,6907.000022397996
116.0,8300.217078290432,9173.046201174311,9002.627224746942,9095.262092018473,6988.000022341551
117.0,8339.488442593421,9201.097315472634,9031.001181599226,9110.835073790608,7075.00002229229
118.0,8378.868673260211,9229.267454007795,9059.494949029055,9126.56390629011,7133.000022243536
119.0,8418.358072085384,9257.557087850524,9088.108999099868,9142.449674611813,7193.000022189989
120.0,8457.956941700151,9285.966689637582,9116.843805437726,9158.493466410306,7263.0000221460805
121.0,8497.665585574663,9314.496733574279,9145.699843233799,9174.696371859118,7322.000022091922
122.0,8537.484308020334,9343.147695436975,9174.677589246832,9191.059483609575,7397.0000220414595
123.0,8577.41341419218,9371.920052575559,9203.77752180561,9207.583896749326,7475.00002198526
124.0,8617.453210091155,9400.81428391589,9233.000120811368,9224.270708760516,7543.000021934962
125.0,8657.604002566493,9429.830869962234,9262.345867740201,9241.12101947765,7623.00002188226
126.0,8697.866099318064,9458.970292799655,9291.815245645439,9258.135931045117,7684.000021832538
127.0,8738.239808898727,9488.233036096408,9321.408739159986,9275.316547874398,7780.000021774814
128.0,8778.725440716704,9517.619585106273,9351.126834498682,9292.663976600958,7875.000021730806
129.0,8819.32330503794,9547.130426670901,9380.970019460558,9310.179326040798,7949.000021669911
130.0,8860.033712988487,9576.7660492221,9410.938783431146,9327.863707146735,8017.000021614895
131.0,8900.856976556883,9606.526942784118,9441.033617384715,9345.718232964324,8083.000021558876
132.0,8941.793408596557,9636.413598975892,9471.255013886499,9363.744018587515,8163.000021500181
133.0,8982.843322828208,9666.426511013267,9501.603467094883,9381.94218111398,8246.000021444836
134.0,9024.00703384222,9696.566173711191,9532.079472763586,9400.313839600149,8322.000021384218
135.0,9065.284857101073,9726.833083485883,9562.683528243791,9418.860115015952,8405.000021328447
136.0,9106.677108941754,9757.22773835697,9593.416132486263,9437.582130199256,8491.00002127632
137.0,9148.184106578192,9787.7506379496,9624.277786043433,9456.481009810042,8580.000021218366
138.0,9189.806168103674,9818.402283496525,9655.268991071449,9475.557880284254,8672.000021152266
139.0,9231.543612493302,9849.183177840152,9686.390251332223,9494.813869787396,8745.000021089161
140.0,9273.396759606414,9880.09382543456,9717.6420721954,9514.250108167853,8833.000021036609
141.0,9315.36593018906,9911.134732347507,9749.024960640341,9533.86772690991,8920.000020981632
142.0,9357.451445876442,9942.306406262389,9780.539425258068,9553.667859086525,8976.000020920948
143.0,9399.653629195389,9973.60935648016,9812.185976253148,9573.651639311827,9050.00002086727
144.0,9441.972803566818,10005.044093921253,9843.9651254456,9593.820203693353,9124.000020814816
145.0,9484.409293308227,10036.611131127436,9875.877386272708,9614.17468978401,9227.000020759506
146.0,9526.963423636165,10068.310982263662,9907.923273790859,9634.716236533799,9321.000020708932
147.0,9569.635520668742,10100.14416311986,9940.103304677301,9655.445984241296,9381.000020655565
148.0,9612.425911428109,10132.111191112726,9972.417997231914,9676.365074504844,9460.000020595802
149.0,9655.334923842978,10164.212585287454,10004.867871378905,9697.474650173546,9537.000020551097
150.0,9698.362886751132,10196.448866319446,10037.453448668508,9718.775855297996,9625.000020502317
151.0,9741.510129901944,10228.82055651598,10070.175252278616,9740.26983508077,9684.000020446907
152.0,9784.776983958896,10261.328179817861,10103.033807016398,9761.957735826702,9759.000020399802
153.0,9828.163780502131,10293.972261801018,10136.029639319886,9783.840704892913,9826.000020355526
154.0,9871.670852030977,10326.753329678071,10169.163277259508,9805.91989063863,9869.000020311214
155.0,9915.298531966508,10359.671912299871,10202.435250539611,9828.196442374781,9904.000020270545
156.0,9959.047154654087,10392.728540156997,10235.846090499916,9850.671510313372,9923.000020226518
157.0,10002.91705536594,10425.92374538122,10269.396330116964,9873.346245516648,9987.00002017962
158.0,10046.908570303716,10459.258061746921,10303.086504005518,9896.221799846066,10097.000020127058
159.0,10091.022036601073,10492.732024672485,10336.917148419912,9919.299325911039,10191.0000200637
