Day,Exponential_Pred,Logistic_Pred,Richards_Pred,Gompertz_Pred,Simple Average_Pred
48.0,5869.425790527616,7520.482685131315,7329.913022494724,8345.522603202062,7266.336025338929
49.0,5901.958623029647,7541.4623293315,7351.164478959456,8352.868763529823,7286.863548712606
50.0,5934.581641629432,7562.532482815836,7372.507156779613,8360.304864006386,7307.481536307817
51.0,5967.2950963369285,7583.693517052784,7393.941428590231,8367.831740725345,7328.190445676322
52.0,6000.099237855172,7604.945804867147,7415.467668380943,8375.450234202472,7348.990736326434
53.0,6032.9943175821745,7626.289720443529,7437.086251499402,8383.161189362329,7369.882869721858
54.0,6065.980587612871,7647.725639329754,7458.797554654691,8390.96545552444,7390.867309280438
55.0,6099.05830074104,7669.253938440305,7480.601955920718,8398.863886389057,7411.944520372781
56.0,6132.227710461239,7690.8749960597315,7502.499834739627,8406.857340022472,7433.114970320767
57.0,6165.489070970761,7712.589191846079,7524.491571925177,8414.946678841921,7454.379128395985
58.0,6198.842637171568,7734.396906834284,7546.577549666139,8423.132769600064,7475.737465818014
59.0,6232.288664672248,7756.298523439586,7568.758151529668,8431.416483369012,7497.190455752628
60.0,6265.827409789986,7778.2944254609065,7591.033762464671,8439.798695523956,7518.73857330988
61.0,6299.459129552505,7800.3849980842615,7613.404768805174,8448.28028572635,7540.382295542073
62.0,6333.18408170006,7822.570627886108,7635.871558273682,8456.862137906666,7562.12210144163
63.0,6367.0025246873965,7844.851702836749,7658.434519984514,8465.545140246728,7583.958471938848
64.0,6400.91471768574,7867.2286123036665,7681.094044447165,8474.330185161612,7605.891889899545
65.0,6434.920920584772,7889.701747054908,7703.850523569621,8483.218169281117,7627.922840122605
66.0,6469.021393994642,7912.271499262408,7726.7043506616865,8492.209993430813,7650.051809337388
67.0,6503.216399247935,7934.938262505345,7749.655920438308,8501.30656261265,7672.279286201059
68.0,6537.506198401709,7957.70243177346,7772.705629022872,8510.508785985157,7694.605761295799
69.0,6571.891054239471,7980.5644034703955,7795.8538739505075,8519.817576843187,7717.03172712589
70.0,6606.371230273208,8003.524575416985,7819.101054171382,8529.233852597263,7739.557678114709
71.0,6640.946990745412,8026.583346854579,7842.447570053964,8538.758534752476,7762.184110601608
72.0,6675.618600631083,8049.741118448323,7865.893823388313,8548.392548886966,7784.911522838671
73.0,6710.386325639783,8072.9982922904555,7889.440217389325,8558.13682462997,7807.740414987384
74.0,6745.250432217658,8096.355271903569,7913.087156699989,8567.99229563945,7830.671289115166
75.0,6780.211187549486,8119.812462243887,7936.835047394636,8577.959899579297,7853.704649191826
76.0,6815.268859560722,8143.370269704507,7960.684296982152,8588.040578096105,7876.8410010858715
77.0,6850.423716919556,8167.029102118659,7984.635314409208,8598.235276795522,7900.080852560737
78.0,6885.676029038962,8190.789368762913,8008.688510063474,8608.544945218178,7923.424713270882
79.0,6921.026066078774,8214.651480360437,8032.844295776795,8618.9705368152,7946.873094757802
80.0,6956.474098947746,8238.615849084168,8057.103084828406,8629.513008923288,7970.426510445902
81.0,6992.020399305641,8262.682888560044,8081.465291948089,8640.173322739382,7994.08547563829
82.0,7027.665239565297,8286.853013870168,8105.9313333193295,8650.952443294911,8017.850507512427
83.0,7063.408892894732,8311.126641555997,8130.501626582491,8661.851339429617,8041.72212511571
84.0,7099.251633219218,8335.504189621499,8155.176590837929,8672.870983764962,8065.700849360902
85.0,7135.193735223399,8359.986077536309,8179.956646649129,8684.012352677128,8089.787203021491
86.0,7171.235474353384,8384.572726238854,8204.842216045825,8695.276426269578,8113.98171072691
87.0,7207.3771268188675,8409.264558139494,8229.833722527086,8706.664188345243,8138.284898957673
88.0,7243.618969595226,8434.061997123623,8254.931591064418,8718.176626378254,8162.69729604038
89.0,7279.961280425671,8458.965468554776,8280.136248104818,8729.814731485287,8187.219432142639
90.0,7316.404337823357,8483.975399277695,8305.448121573852,8741.579498396492,8211.851839267849
91.0,7352.9484210735145,8509.09221762143,8330.867640878701,8753.471925426016,8236.595051249915
92.0,7389.5938102355985,8534.31635340236,8356.395236911176,8765.493014442116,8261.449603747813
93.0,7426.340786145441,8559.648237927271,8382.031342050746,8777.643770836861,8286.41603424008
94.0,7463.189630417387,8585.088303996345,8407.776390167546,8789.925203495452,8311.494882019182
95.0,7500.140625446457,8610.636985906207,8433.630816625348,8802.3383247651,8336.686688185779
96.0,7537.194054410526,8636.294719452897,8459.59505828455,8814.884150423552,8361.991995642882
97.0,7574.350201272472,8662.06194193487,8485.669553505122,8827.563699647179,8387.41134908991
98.0,7611.609350782367,8687.939092155939,8511.854742149548,8840.37799497869,8412.945295016636
99.0,7648.971788479656,8713.92661042825,8538.15106558575,8853.328062294433,8438.594381697021
100.0,7686.437800695338,8740.024938575194,8564.558966689996,8866.414930771327,8464.359159182965
101.0,7724.007674554175,8766.234519934338,8591.078889849796,8879.639632853376,8490.240179297922
102.0,7761.681697976876,8792.555799360307,8617.711280966772,8893.00320421781,8516.237995630443
103.0,7799.460159682319,8818.989223227692,8644.456587459516,8906.506683740841,8542.35316352759
104.0,7837.343349189744,8845.535239433884,8671.315258266422,8920.151113463024,8568.586240088269
105.0,7875.3315568209955,8872.194297401955,8698.287743848523,8933.937538554235,8594.937784156427
106.0,7913.42507370273,8898.96684808344,8725.374496192277,8947.867007278284,8621.408356314183
107.0,7951.624191768654,8925.853343961211,8752.575968812376,8961.940570957127,8647.998518874841
108.0,7989.929203761761,8952.854239052198,8779.892616754481,8976.159283934725,8674.70883587579
109.0,8028.340403236568,8979.969988910227,8807.324896597998,8990.524203540506,8701.539873071324
110.0,8066.858084561375,9007.201050628722,8834.873266458786,9005.036390052483,8728.492197925341
111.0,8105.482542920526,9034.547882843473,8862.538185991873,9019.696906659972,8755.56637960396
112.0,8144.214074316641,9062.01094573533,8890.320116394158,9034.50681942597,8782.762988968025
113.0,8183.052975572925,9089.59070103291,8918.219520407054,9049.467197249156,8810.082598565512
114.0,8221.999544335416,9117.28761201526,8946.236862319152,9064.579111825537,8837.525782623841
115.0,8261.054079075271,9145.102143514518,8974.372607968848,9079.84363760973,8865.093117042092
116.0,8300.216879091062,9173.034761918538,9002.627224746942,9095.26185177589,8892.785179383107
117.0,8339.488244511056,9201.085935173502,9031.001181599226,9110.834834178282,8920.602548865516
118.0,8378.868476295524,9229.256132786513,9059.494949029055,9126.563667311522,8948.545806355653
119.0,8418.357876239057,9257.545825828158,9088.108999099868,9142.44943627044,8976.615534359382
120.0,8457.956746972846,9285.95548693504,9116.843805437726,9158.49322870962,9004.812317013808
121.0,8497.66539196705,9314.485590312324,9145.699843233799,9174.696134802583,9033.136740078939
122.0,8537.484115533072,9343.13661173621,9174.677589246832,9191.05924720066,9061.589390929194
123.0,8577.413222825922,9371.90902855643,9203.77752180561,9207.583660991491,9090.170858544863
124.0,8617.45301984655,9400.803319698676,9233.000120811368,9224.27047365722,9118.881733503455
125.0,8657.603813444191,9429.819965667048,9262.345867740201,9241.12078503234,9147.722607970945
126.0,8697.865911318702,9458.959448546433,9291.815245645439,9258.135697261241,9176.694075692954
127.0,8738.239622022938,9488.222252004914,9321.408739159986,9275.316314755402,9205.79673198581
128.0,8778.725254965117,9517.608861296094,9351.126834498682,9292.663744150275,9235.031173727542
129.0,8819.32312041118,9547.119763261435,9380.970019460558,9310.179094261863,9264.39799934876
130.0,8860.033529487173,9576.755446332558,9410.938783431146,9327.863476042972,9293.897808823462
131.0,8900.856794181633,9606.516400533523,9441.033617384715,9345.718002539155,9323.531203659757
132.0,8941.793227347971,9636.403117483065,9471.255013886499,9363.743788844355,9353.298786890471
133.0,8982.843142706897,9666.416090396837,9501.603467094883,9381.941952056237,9383.201163063713
134.0,9024.00685484878,9696.55581408957,9532.079472763586,9400.313611231222,9413.23893823329
135.0,9065.284679236094,9726.822784977288,9562.683528243791,9418.859887339235,9443.412719949101
136.0,9106.676932205828,9757.217501079396,9593.416132486263,9437.581903218139,9473.723117247408
137.0,9148.183930971896,9787.740462020833,9624.277786043433,9456.480783527904,9504.170740641017
138.0,9189.805993627586,9818.392169034123,9655.268991071449,9475.557654704466,9534.756202109405
139.0,9231.543439147994,9849.17312496145,9686.390251332223,9494.813644913327,9565.480115088747
140.0,9273.39658739245,9880.083834256664,9717.6420721954,9514.249884002855,9596.343094461843
141.0,9315.365759107004,9911.124802987291,9749.024960640341,9533.867503457335,9627.345756547993
142.0,9357.451275926847,9942.296538836483,9780.539425258068,9553.667636349714,9658.488719092777
143.0,9399.653460378799,9973.599551104959,9812.185976253148,9573.65141729411,9689.772601257753
144.0,9441.97263588378,10005.034350712893,9843.9651254456,9593.819982398052,9721.19802361008
145.0,9484.409126759274,10036.601450201815,9875.877386272708,9614.174469214437,9752.765608112059
146.0,9526.963258221836,10068.30136373641,9907.923273790859,9634.71601669326,9784.475978110591
147.0,9569.635356389557,10100.134607106356,9940.103304677301,9655.445765133085,9816.329758326574
148.0,9612.42574828459,10132.101697728078,9972.417997231914,9676.364856132244,9848.327574844207
149.0,9655.334761835638,10164.203154646502,10004.867871378905,9697.474432539833,9880.47005510022
150.0,9698.36272588048,10196.439498536753,10037.453448668508,9718.775638406434,9912.757827873043
151.0,9741.509970168485,10228.811251705836,10070.175252278616,9740.269618934612,9945.191523271887
152.0,9784.776825363122,10261.318938094268,10103.033807016398,9761.957520429189,9977.771772725744
153.0,9828.163623044537,10293.96308327769,10136.029639319886,9783.840490247278,10010.499208972347
154.0,9871.670695712044,10326.744214468425,10169.163277259508,9805.919676748095,10043.374466047018
155.0,9915.298376786715,10359.662860517037,10202.435250539611,9828.196229242552,10076.398179271479
156.0,9959.047000613908,10392.719551913791,10235.846090499916,9850.671297942643,10109.570985242564
157.0,10002.916902465837,10425.914820790158,10269.396330116964,9873.34603391061,10142.893521820892
158.0,10046.908418544157,10459.2492009202,10303.086504005518,9896.221589007888,10176.36642811944
159.0,10091.021885982504,10492.723227721994,10336.917148419912,9919.299115843878,10209.990344492071
160.0,10135.25764284912,10526.337438258948,10370.888801255402,9942.579767724508,10243.765912521994
161.0,10179.616028149412,10560.092371241148,10405.00200204942,9966.064698600574,10277.693775010139
162.0,10224.097381828582,10593.9885670266,10439.257291982842,9989.755063015937,10311.774575963489
163.0,10268.702044774192,10628.026567622492,10473.655213881193,10013.652016055494,10346.008960583342
164.0,10313.430358818805,10662.206916686362,10508.196312215825,10037.756713292987,10380.397575253493
165.0,10358.282666742602,10696.530159527287,10542.881133105022,10062.070310738636,10414.941067528387
166.0,10403.259312276,10730.996843106965,10577.710224315124,10086.593964786585,10449.64008612117
167.0,10448.360640102292,10765.607516040815,10612.684135261548,10111.328832162199,10484.495280891713
168.0,10493.586995860285,10800.362728598986,10647.803417009807,10136.276069869165,10519.507302834561
169.0,10538.93872614695,10835.263032707382,10683.068622276482,10161.436835136485,10554.676804066825
170.0,10584.416178520085,10870.30898194858,10718.480305430126,10186.812285365255,10590.004437816011
171.0,10630.019701500969,10905.501131562749,10754.039022492176,10212.403578075327,10625.490858407806
172.0,10675.74964457703,10940.840038448521,10789.745331137763,10238.211870851826,10661.136721253784
173.0,10721.606358204546,10976.3262611638,10825.599790696517,10264.238321291517,10696.942682839095
174.0,10767.590193811295,11011.960359926545,10861.602962153323,10290.484086949018,10732.909400710047
175.0,10813.701503799282,11047.7428966155,10897.755408149022,10316.950325282914,10769.03753346168
176.0,10859.940641547419,11083.674434770877,10934.05769298107,10343.638193601724,10805.327740725272
177.0,10906.307961414237,11119.755539595011,10970.510382604167,10370.548849009723,10841.780683155783
178.0,10952.803818740616,11155.986777952932,11007.114044630802,10397.683448352702,10878.397022419264
179.0,10999.428569852487,11192.368718372938,11043.869248331803,10425.043148163537,10915.177421180191
