date,enrollment,cumulative,year,month,Year,Month,DayOfWeek,enrollment_cleaned
2009-05-26,24.0,7583.0,2009,5,2009,May,Tuesday,24.0
2009-05-27,12.0,7595.0,2009,5,2009,May,Wednesday,12.0
2009-05-28,20.0,7615.0,2009,5,2009,May,Thursday,20.0
2009-05-29,6.0,7621.0,2009,5,2009,May,Friday,6.0
2009-05-30,0.0,7621.0,2009,5,2009,May,Saturday,0.0
2009-05-31,2.0,7623.0,2009,5,2009,May,Sunday,2.0
2009-06-01,14.0,7637.0,2009,6,2009,June,Monday,14.0
2009-06-02,18.0,7655.0,2009,6,2009,June,Tuesday,18.0
2009-06-03,5.0,7660.0,2009,6,2009,June,Wednesday,5.0
2009-06-04,7.0,7667.0,2009,6,2009,June,Thursday,7.0
2009-06-05,11.0,7678.0,2009,6,2009,June,Friday,11.0
2009-06-06,5.0,7683.0,2009,6,2009,June,Saturday,5.0
2009-06-07,1.0,7684.0,2009,6,2009,June,Sunday,1.0
2009-06-08,16.0,7700.0,2009,6,2009,June,Monday,16.0
2009-06-09,19.0,7719.0,2009,6,2009,June,Tuesday,19.0
2009-06-10,24.0,7743.0,2009,6,2009,June,Wednesday,24.0
2009-06-11,17.0,7760.0,2009,6,2009,June,Thursday,17.0
2009-06-12,14.0,7774.0,2009,6,2009,June,Friday,14.0
2009-06-13,3.0,7777.0,2009,6,2009,June,Saturday,3.0
2009-06-14,3.0,7780.0,2009,6,2009,June,Sunday,3.0
2009-06-15,18.0,7798.0,2009,6,2009,June,Monday,18.0
2009-06-16,36.0,7834.0,2009,6,2009,June,Tuesday,36.0
2009-06-17,19.0,7853.0,2009,6,2009,June,Wednesday,19.0
2009-06-18,9.0,7862.0,2009,6,2009,June,Thursday,9.0
2009-06-19,6.0,7868.0,2009,6,2009,June,Friday,6.0
2009-06-20,5.0,7873.0,2009,6,2009,June,Saturday,5.0
2009-06-21,2.0,7875.0,2009,6,2009,June,Sunday,2.0
2009-06-22,25.0,7900.0,2009,6,2009,June,Monday,25.0
2009-06-23,5.0,7905.0,2009,6,2009,June,Tuesday,5.0
2009-06-24,20.0,7925.0,2009,6,2009,June,Wednesday,20.0
2009-06-25,9.0,7934.0,2009,6,2009,June,Thursday,9.0
2009-06-26,8.0,7942.0,2009,6,2009,June,Friday,8.0
2009-06-27,7.0,7949.0,2009,6,2009,June,Saturday,7.0
2009-06-28,0.0,7949.0,2009,6,2009,June,Sunday,0.0
2009-06-29,17.0,7966.0,2009,6,2009,June,Monday,17.0
2009-06-30,22.0,7988.0,2009,6,2009,June,Tuesday,22.0
2009-07-01,14.0,8002.0,2009,7,2009,July,Wednesday,14.0
2009-07-02,7.0,8009.0,2009,7,2009,July,Thursday,7.0
2009-07-03,7.0,8016.0,2009,7,2009,July,Friday,7.0
2009-07-04,1.0,8017.0,2009,7,2009,July,Saturday,1.0
2009-07-05,0.0,8017.0,2009,7,2009,July,Sunday,0.0
2009-07-06,15.0,8032.0,2009,7,2009,July,Monday,15.0
2009-07-07,10.0,8042.0,2009,7,2009,July,Tuesday,10.0
2009-07-08,10.0,8052.0,2009,7,2009,July,Wednesday,10.0
2009-07-09,22.0,8074.0,2009,7,2009,July,Thursday,22.0
2009-07-10,6.0,8080.0,2009,7,2009,July,Friday,6.0
2009-07-11,2.0,8082.0,2009,7,2009,July,Saturday,2.0
2009-07-12,1.0,8083.0,2009,7,2009,July,Sunday,1.0
2009-07-13,18.0,8101.0,2009,7,2009,July,Monday,18.0
2009-07-14,32.0,8133.0,2009,7,2009,July,Tuesday,32.0
2009-07-15,4.0,8137.0,2009,7,2009,July,Wednesday,4.0
2009-07-16,15.0,8152.0,2009,7,2009,July,Thursday,15.0
2009-07-17,3.0,8155.0,2009,7,2009,July,Friday,3.0
2009-07-18,3.0,8158.0,2009,7,2009,July,Saturday,3.0
2009-07-19,5.0,8163.0,2009,7,2009,July,Sunday,5.0
2009-07-20,30.0,8193.0,2009,7,2009,July,Monday,30.0
2009-07-21,15.0,8208.0,2009,7,2009,July,Tuesday,15.0
2009-07-22,19.0,8227.0,2009,7,2009,July,Wednesday,19.0
2009-07-23,12.0,8239.0,2009,7,2009,July,Thursday,12.0
2009-07-24,4.0,8243.0,2009,7,2009,July,Friday,4.0
2009-07-25,1.0,8244.0,2009,7,2009,July,Saturday,1.0
2009-07-26,2.0,8246.0,2009,7,2009,July,Sunday,2.0
2009-07-27,18.0,8264.0,2009,7,2009,July,Monday,18.0
2009-07-28,14.0,8278.0,2009,7,2009,July,Tuesday,14.0
2009-07-29,13.0,8291.0,2009,7,2009,July,Wednesday,13.0
2009-07-30,17.0,8308.0,2009,7,2009,July,Thursday,17.0
2009-07-31,11.0,8319.0,2009,7,2009,July,Friday,11.0
2009-08-01,1.0,8320.0,2009,8,2009,August,Saturday,1.0
2009-08-02,2.0,8322.0,2009,8,2009,August,Sunday,2.0
2009-08-03,13.0,8335.0,2009,8,2009,August,Monday,13.0
2009-08-04,18.0,8353.0,2009,8,2009,August,Tuesday,18.0
2009-08-05,24.0,8377.0,2009,8,2009,August,Wednesday,24.0
2009-08-06,16.0,8393.0,2009,8,2009,August,Thursday,16.0
2009-08-07,3.0,8396.0,2009,8,2009,August,Friday,3.0
2009-08-08,3.0,8399.0,2009,8,2009,August,Saturday,3.0
2009-08-09,6.0,8405.0,2009,8,2009,August,Sunday,6.0
2009-08-10,13.0,8418.0,2009,8,2009,August,Monday,13.0
2009-08-11,26.0,8444.0,2009,8,2009,August,Tuesday,26.0
2009-08-12,22.0,8466.0,2009,8,2009,August,Wednesday,22.0
2009-08-13,9.0,8475.0,2009,8,2009,August,Thursday,9.0
2009-08-14,12.0,8487.0,2009,8,2009,August,Friday,12.0
2009-08-15,3.0,8490.0,2009,8,2009,August,Saturday,3.0
2009-08-16,1.0,8491.0,2009,8,2009,August,Sunday,1.0
2009-08-17,15.0,8506.0,2009,8,2009,August,Monday,15.0
2009-08-18,27.0,8533.0,2009,8,2009,August,Tuesday,27.0
2009-08-19,13.0,8546.0,2009,8,2009,August,Wednesday,13.0
2009-08-20,25.0,8571.0,2009,8,2009,August,Thursday,25.0
2009-08-21,8.0,8579.0,2009,8,2009,August,Friday,8.0
2009-08-22,0.0,8579.0,2009,8,2009,August,Saturday,0.0
2009-08-23,1.0,8580.0,2009,8,2009,August,Sunday,1.0
2009-08-24,29.0,8609.0,2009,8,2009,August,Monday,29.0
2009-08-25,27.0,8636.0,2009,8,2009,August,Tuesday,27.0
2009-08-26,18.0,8654.0,2009,8,2009,August,Wednesday,18.0
2009-08-27,12.0,8666.0,2009,8,2009,August,Thursday,12.0
2009-08-28,5.0,8671.0,2009,8,2009,August,Friday,5.0
2009-08-29,0.0,8671.0,2009,8,2009,August,Saturday,0.0
2009-08-30,1.0,8672.0,2009,8,2009,August,Sunday,1.0
2009-08-31,10.0,8682.0,2009,8,2009,August,Monday,10.0
2009-09-01,18.0,8700.0,2009,9,2009,September,Tuesday,18.0
2009-09-02,19.0,8719.0,2009,9,2009,September,Wednesday,19.0
2009-09-03,19.0,8738.0,2009,9,2009,September,Thursday,19.0
2009-09-04,3.0,8741.0,2009,9,2009,September,Friday,3.0
2009-09-05,1.0,8742.0,2009,9,2009,September,Saturday,1.0
2009-09-06,3.0,8745.0,2009,9,2009,September,Sunday,3.0
2009-09-07,12.0,8757.0,2009,9,2009,September,Monday,12.0
2009-09-08,17.0,8774.0,2009,9,2009,September,Tuesday,17.0
2009-09-09,29.0,8803.0,2009,9,2009,September,Wednesday,29.0
2009-09-10,26.0,8829.0,2009,9,2009,September,Thursday,26.0
2009-09-11,3.0,8832.0,2009,9,2009,September,Friday,3.0
2009-09-12,0.0,8832.0,2009,9,2009,September,Saturday,0.0
2009-09-13,1.0,8833.0,2009,9,2009,September,Sunday,1.0
2009-09-14,18.0,8851.0,2009,9,2009,September,Monday,18.0
2009-09-15,17.0,8868.0,2009,9,2009,September,Tuesday,17.0
2009-09-16,25.0,8893.0,2009,9,2009,September,Wednesday,25.0
2009-09-17,12.0,8905.0,2009,9,2009,September,Thursday,12.0
2009-09-18,10.0,8915.0,2009,9,2009,September,Friday,10.0
2009-09-19,2.0,8917.0,2009,9,2009,September,Saturday,2.0
2009-09-20,3.0,8920.0,2009,9,2009,September,Sunday,3.0
2009-09-21,7.0,8927.0,2009,9,2009,September,Monday,7.0
2009-09-22,6.0,8933.0,2009,9,2009,September,Tuesday,6.0
2009-09-23,23.0,8956.0,2009,9,2009,September,Wednesday,23.0
2009-09-24,12.0,8968.0,2009,9,2009,September,Thursday,12.0
2009-09-25,5.0,8973.0,2009,9,2009,September,Friday,5.0
2009-09-26,0.0,8973.0,2009,9,2009,September,Saturday,0.0
2009-09-27,3.0,8976.0,2009,9,2009,September,Sunday,3.0
2009-09-28,26.0,9002.0,2009,9,2009,September,Monday,26.0
2009-09-29,16.0,9018.0,2009,9,2009,September,Tuesday,16.0
2009-09-30,21.0,9039.0,2009,9,2009,September,Wednesday,21.0
2009-10-01,4.0,9043.0,2009,10,2009,October,Thursday,4.0
2009-10-02,4.0,9047.0,2009,10,2009,October,Friday,4.0
2009-10-03,0.0,9047.0,2009,10,2009,October,Saturday,0.0
2009-10-04,3.0,9050.0,2009,10,2009,October,Sunday,3.0
2009-10-05,17.0,9067.0,2009,10,2009,October,Monday,17.0
2009-10-06,13.0,9080.0,2009,10,2009,October,Tuesday,13.0
2009-10-07,25.0,9105.0,2009,10,2009,October,Wednesday,25.0
2009-10-08,12.0,9117.0,2009,10,2009,October,Thursday,12.0
2009-10-09,5.0,9122.0,2009,10,2009,October,Friday,5.0
2009-10-10,2.0,9124.0,2009,10,2009,October,Saturday,2.0
2009-10-11,0.0,9124.0,2009,10,2009,October,Sunday,0.0
2009-10-12,27.0,9151.0,2009,10,2009,October,Monday,27.0
2009-10-13,20.0,9171.0,2009,10,2009,October,Tuesday,20.0
2009-10-14,20.0,9191.0,2009,10,2009,October,Wednesday,20.0
2009-10-15,22.0,9213.0,2009,10,2009,October,Thursday,22.0
2009-10-16,6.0,9219.0,2009,10,2009,October,Friday,6.0
2009-10-17,3.0,9222.0,2009,10,2009,October,Saturday,3.0
2009-10-18,5.0,9227.0,2009,10,2009,October,Sunday,5.0
2009-10-19,12.0,9239.0,2009,10,2009,October,Monday,12.0
2009-10-20,23.0,9262.0,2009,10,2009,October,Tuesday,23.0
2009-10-21,22.0,9284.0,2009,10,2009,October,Wednesday,22.0
2009-10-22,19.0,9303.0,2009,10,2009,October,Thursday,19.0
2009-10-23,9.0,9312.0,2009,10,2009,October,Friday,9.0
2009-10-24,4.0,9316.0,2009,10,2009,October,Saturday,4.0
2009-10-25,5.0,9321.0,2009,10,2009,October,Sunday,5.0
2009-10-26,12.0,9333.0,2009,10,2009,October,Monday,12.0
2009-10-27,8.0,9341.0,2009,10,2009,October,Tuesday,8.0
2009-10-28,19.0,9360.0,2009,10,2009,October,Wednesday,19.0
2009-10-29,15.0,9375.0,2009,10,2009,October,Thursday,15.0
2009-10-30,2.0,9377.0,2009,10,2009,October,Friday,2.0
2009-10-31,1.0,9378.0,2009,10,2009,October,Saturday,1.0
2009-11-01,3.0,9381.0,2009,11,2009,November,Sunday,3.0
2009-11-02,22.0,9403.0,2009,11,2009,November,Monday,22.0
2009-11-03,8.0,9411.0,2009,11,2009,November,Tuesday,8.0
2009-11-04,19.0,9430.0,2009,11,2009,November,Wednesday,19.0
2009-11-05,21.0,9451.0,2009,11,2009,November,Thursday,21.0
2009-11-06,6.0,9457.0,2009,11,2009,November,Friday,6.0
2009-11-07,1.0,9458.0,2009,11,2009,November,Saturday,1.0
2009-11-08,2.0,9460.0,2009,11,2009,November,Sunday,2.0
2009-11-09,21.0,9481.0,2009,11,2009,November,Monday,21.0
2009-11-10,20.0,9501.0,2009,11,2009,November,Tuesday,20.0
2009-11-11,13.0,9514.0,2009,11,2009,November,Wednesday,13.0
2009-11-12,12.0,9526.0,2009,11,2009,November,Thursday,12.0
2009-11-13,9.0,9535.0,2009,11,2009,November,Friday,9.0
2009-11-14,1.0,9536.0,2009,11,2009,November,Saturday,1.0
2009-11-15,1.0,9537.0,2009,11,2009,November,Sunday,1.0
2009-11-16,25.0,9562.0,2009,11,2009,November,Monday,25.0
2009-11-17,15.0,9577.0,2009,11,2009,November,Tuesday,15.0
2009-11-18,19.0,9596.0,2009,11,2009,November,Wednesday,19.0
2009-11-19,19.0,9615.0,2009,11,2009,November,Thursday,19.0
2009-11-20,9.0,9624.0,2009,11,2009,November,Friday,9.0
2009-11-21,0.0,9624.0,2009,11,2009,November,Saturday,0.0
2009-11-22,1.0,9625.0,2009,11,2009,November,Sunday,1.0
2009-11-23,10.0,9635.0,2009,11,2009,November,Monday,10.0
2009-11-24,27.0,9662.0,2009,11,2009,November,Tuesday,27.0
2009-11-25,17.0,9679.0,2009,11,2009,November,Wednesday,17.0
2009-11-26,2.0,9681.0,2009,11,2009,November,Thursday,2.0
2009-11-27,3.0,9684.0,2009,11,2009,November,Friday,3.0
2009-11-28,0.0,9684.0,2009,11,2009,November,Saturday,0.0
2009-11-29,0.0,9684.0,2009,11,2009,November,Sunday,0.0
2009-11-30,19.0,9703.0,2009,11,2009,November,Monday,19.0
2009-12-01,16.0,9719.0,2009,12,2009,December,Tuesday,16.0
2009-12-02,12.0,9731.0,2009,12,2009,December,Wednesday,12.0
2009-12-03,11.0,9742.0,2009,12,2009,December,Thursday,11.0
2009-12-04,16.0,9758.0,2009,12,2009,December,Friday,16.0
2009-12-05,1.0,9759.0,2009,12,2009,December,Saturday,1.0
2009-12-06,0.0,9759.0,2009,12,2009,December,Sunday,0.0
2009-12-07,9.0,9768.0,2009,12,2009,December,Monday,9.0
2009-12-08,15.0,9783.0,2009,12,2009,December,Tuesday,15.0
2009-12-09,12.0,9795.0,2009,12,2009,December,Wednesday,12.0
2009-12-10,15.0,9810.0,2009,12,2009,December,Thursday,15.0
2009-12-11,14.0,9824.0,2009,12,2009,December,Friday,14.0
2009-12-12,2.0,9826.0,2009,12,2009,December,Saturday,2.0
2009-12-13,0.0,9826.0,2009,12,2009,December,Sunday,0.0
2009-12-14,9.0,9835.0,2009,12,2009,December,Monday,9.0
2009-12-15,9.0,9844.0,2009,12,2009,December,Tuesday,9.0
2009-12-16,10.0,9854.0,2009,12,2009,December,Wednesday,10.0
2009-12-17,11.0,9865.0,2009,12,2009,December,Thursday,11.0
2009-12-18,4.0,9869.0,2009,12,2009,December,Friday,4.0
2009-12-19,0.0,9869.0,2009,12,2009,December,Saturday,0.0
2009-12-20,0.0,9869.0,2009,12,2009,December,Sunday,0.0
2009-12-21,20.0,9889.0,2009,12,2009,December,Monday,20.0
2009-12-22,7.0,9896.0,2009,12,2009,December,Tuesday,7.0
2009-12-23,5.0,9901.0,2009,12,2009,December,Wednesday,5.0
2009-12-24,3.0,9904.0,2009,12,2009,December,Thursday,3.0
2009-12-25,0.0,9904.0,2009,12,2009,December,Friday,0.0
2009-12-26,0.0,9904.0,2009,12,2009,December,Saturday,0.0
2009-12-27,0.0,9904.0,2009,12,2009,December,Sunday,0.0
2009-12-28,1.0,9905.0,2009,12,2009,December,Monday,1.0
2009-12-29,3.0,9908.0,2009,12,2009,December,Tuesday,3.0
2009-12-30,3.0,9911.0,2009,12,2009,December,Wednesday,3.0
2009-12-31,6.0,9917.0,2009,12,2009,December,Thursday,6.0
2010-01-01,4.0,9921.0,2010,1,2010,January,Friday,4.0
2010-01-02,2.0,9923.0,2010,1,2010,January,Saturday,2.0
2010-01-03,0.0,9923.0,2010,1,2010,January,Sunday,0.0
2010-01-04,7.0,9930.0,2010,1,2010,January,Monday,7.0
2010-01-05,22.0,9952.0,2010,1,2010,January,Tuesday,22.0
2010-01-06,13.0,9965.0,2010,1,2010,January,Wednesday,13.0
2010-01-07,13.0,9978.0,2010,1,2010,January,Thursday,13.0
2010-01-08,6.0,9984.0,2010,1,2010,January,Friday,6.0
2010-01-09,1.0,9985.0,2010,1,2010,January,Saturday,1.0
2010-01-10,2.0,9987.0,2010,1,2010,January,Sunday,2.0
2010-01-11,24.0,10011.0,2010,1,2010,January,Monday,24.0
2010-01-12,27.0,10038.0,2010,1,2010,January,Tuesday,27.0
2010-01-13,28.0,10066.0,2010,1,2010,January,Wednesday,28.0
2010-01-14,24.0,10090.0,2010,1,2010,January,Thursday,24.0
2010-01-15,7.0,10097.0,2010,1,2010,January,Friday,7.0
2010-01-16,0.0,10097.0,2010,1,2010,January,Saturday,0.0
2010-01-17,0.0,10097.0,2010,1,2010,January,Sunday,0.0
2010-01-18,24.0,10121.0,2010,1,2010,January,Monday,24.0
2010-01-19,19.0,10140.0,2010,1,2010,January,Tuesday,19.0
2010-01-20,21.0,10161.0,2010,1,2010,January,Wednesday,21.0
2010-01-21,23.0,10184.0,2010,1,2010,January,Thursday,23.0
2010-01-22,4.0,10188.0,2010,1,2010,January,Friday,4.0
2010-01-23,1.0,10189.0,2010,1,2010,January,Saturday,1.0
2010-01-24,2.0,10191.0,2010,1,2010,January,Sunday,2.0
2010-01-25,10.0,10201.0,2010,1,2010,January,Monday,10.0
2010-01-26,23.0,10224.0,2010,1,2010,January,Tuesday,23.0
2010-01-27,15.0,10239.0,2010,1,2010,January,Wednesday,15.0
2010-01-28,22.0,10261.0,2010,1,2010,January,Thursday,22.0
2010-01-29,4.0,10265.0,2010,1,2010,January,Friday,4.0
2010-01-30,1.0,10266.0,2010,1,2010,January,Saturday,1.0
2010-01-31,0.0,10266.0,2010,1,2010,January,Sunday,0.0
2010-02-01,21.0,10287.0,2010,2,2010,February,Monday,21.0
2010-02-02,26.0,10313.0,2010,2,2010,February,Tuesday,26.0
2010-02-03,23.0,10336.0,2010,2,2010,February,Wednesday,23.0
2010-02-04,19.0,10355.0,2010,2,2010,February,Thursday,19.0
2010-02-05,14.0,10369.0,2010,2,2010,February,Friday,14.0
2010-02-06,0.0,10369.0,2010,2,2010,February,Saturday,0.0
2010-02-07,5.0,10374.0,2010,2,2010,February,Sunday,5.0
2010-02-08,14.0,10388.0,2010,2,2010,February,Monday,14.0
2010-02-09,19.0,10407.0,2010,2,2010,February,Tuesday,19.0
2010-02-10,21.0,10428.0,2010,2,2010,February,Wednesday,21.0
2010-02-11,19.0,10447.0,2010,2,2010,February,Thursday,19.0
2010-02-12,12.0,10459.0,2010,2,2010,February,Friday,12.0
2010-02-13,2.0,10461.0,2010,2,2010,February,Saturday,2.0
2010-02-14,1.0,10462.0,2010,2,2010,February,Sunday,1.0
2010-02-15,18.0,10480.0,2010,2,2010,February,Monday,18.0
2010-02-16,24.0,10504.0,2010,2,2010,February,Tuesday,24.0
2010-02-17,18.0,10522.0,2010,2,2010,February,Wednesday,18.0
2010-02-18,22.0,10544.0,2010,2,2010,February,Thursday,22.0
2010-02-19,4.0,10548.0,2010,2,2010,February,Friday,4.0
2010-02-20,2.0,10550.0,2010,2,2010,February,Saturday,2.0
2010-02-21,1.0,10551.0,2010,2,2010,February,Sunday,1.0
2010-02-22,26.0,10577.0,2010,2,2010,February,Monday,26.0
2010-02-23,18.0,10595.0,2010,2,2010,February,Tuesday,18.0
2010-02-24,22.0,10617.0,2010,2,2010,February,Wednesday,22.0
2010-02-25,13.0,10630.0,2010,2,2010,February,Thursday,13.0
2010-02-26,9.0,10639.0,2010,2,2010,February,Friday,9.0
2010-02-27,2.0,10641.0,2010,2,2010,February,Saturday,2.0
2010-02-28,0.0,10641.0,2010,2,2010,February,Sunday,0.0
2010-03-01,19.0,10660.0,2010,3,2010,March,Monday,19.0
2010-03-02,31.0,10691.0,2010,3,2010,March,Tuesday,31.0
2010-03-03,16.0,10707.0,2010,3,2010,March,Wednesday,16.0
2010-03-04,15.0,10722.0,2010,3,2010,March,Thursday,15.0
2010-03-05,6.0,10728.0,2010,3,2010,March,Friday,6.0
2010-03-06,1.0,10729.0,2010,3,2010,March,Saturday,1.0
2010-03-07,1.0,10730.0,2010,3,2010,March,Sunday,1.0
2010-03-08,11.0,10741.0,2010,3,2010,March,Monday,11.0
2010-03-09,16.0,10757.0,2010,3,2010,March,Tuesday,16.0
2010-03-10,12.0,10769.0,2010,3,2010,March,Wednesday,12.0
2010-03-11,25.0,10794.0,2010,3,2010,March,Thursday,25.0
2010-03-12,3.0,10797.0,2010,3,2010,March,Friday,3.0
2010-03-13,2.0,10799.0,2010,3,2010,March,Saturday,2.0
2010-03-14,2.0,10801.0,2010,3,2010,March,Sunday,2.0
2010-03-15,19.0,10820.0,2010,3,2010,March,Monday,19.0
2010-03-16,30.0,10850.0,2010,3,2010,March,Tuesday,30.0
2010-03-17,11.0,10861.0,2010,3,2010,March,Wednesday,11.0
2010-03-18,13.0,10874.0,2010,3,2010,March,Thursday,13.0
2010-03-19,1.0,10875.0,2010,3,2010,March,Friday,1.0
2010-03-20,0.0,10875.0,2010,3,2010,March,Saturday,0.0
2010-03-21,0.0,10875.0,2010,3,2010,March,Sunday,0.0
2010-03-22,11.0,10886.0,2010,3,2010,March,Monday,11.0
2010-03-23,22.0,10908.0,2010,3,2010,March,Tuesday,22.0
2010-03-24,23.0,10931.0,2010,3,2010,March,Wednesday,23.0
2010-03-25,10.0,10941.0,2010,3,2010,March,Thursday,10.0
2010-03-26,5.0,10946.0,2010,3,2010,March,Friday,5.0
2010-03-27,1.0,10947.0,2010,3,2010,March,Saturday,1.0
2010-03-28,1.0,10948.0,2010,3,2010,March,Sunday,1.0
2010-03-29,23.0,10971.0,2010,3,2010,March,Monday,23.0
2010-03-30,7.0,10978.0,2010,3,2010,March,Tuesday,7.0
2010-03-31,20.0,10998.0,2010,3,2010,March,Wednesday,20.0
2010-04-01,19.0,11017.0,2010,4,2010,April,Thursday,19.0
2010-04-02,6.0,11023.0,2010,4,2010,April,Friday,6.0
2010-04-03,4.0,11027.0,2010,4,2010,April,Saturday,4.0
2010-04-04,0.0,11027.0,2010,4,2010,April,Sunday,0.0
2010-04-05,1.0,11028.0,2010,4,2010,April,Monday,1.0
2010-04-06,7.0,11035.0,2010,4,2010,April,Tuesday,7.0
2010-04-07,20.0,11055.0,2010,4,2010,April,Wednesday,20.0
2010-04-08,6.0,11061.0,2010,4,2010,April,Thursday,6.0
2010-04-09,9.0,11070.0,2010,4,2010,April,Friday,9.0
2010-04-10,0.0,11070.0,2010,4,2010,April,Saturday,0.0
2010-04-11,4.0,11074.0,2010,4,2010,April,Sunday,4.0
2010-04-12,19.0,11093.0,2010,4,2010,April,Monday,19.0
2010-04-13,11.0,11104.0,2010,4,2010,April,Tuesday,11.0
2010-04-14,14.0,11118.0,2010,4,2010,April,Wednesday,14.0
2010-04-15,11.0,11129.0,2010,4,2010,April,Thursday,11.0
2010-04-16,6.0,11135.0,2010,4,2010,April,Friday,6.0
2010-04-17,0.0,11135.0,2010,4,2010,April,Saturday,0.0
2010-04-18,3.0,11138.0,2010,4,2010,April,Sunday,3.0
2010-04-19,7.0,11145.0,2010,4,2010,April,Monday,7.0
2010-04-20,11.0,11156.0,2010,4,2010,April,Tuesday,11.0
2010-04-21,11.0,11167.0,2010,4,2010,April,Wednesday,11.0
2010-04-22,16.0,11183.0,2010,4,2010,April,Thursday,16.0
2010-04-23,9.0,11192.0,2010,4,2010,April,Friday,9.0
2010-04-24,3.0,11195.0,2010,4,2010,April,Saturday,3.0
2010-04-25,4.0,11199.0,2010,4,2010,April,Sunday,4.0
2010-04-26,14.0,11213.0,2010,4,2010,April,Monday,14.0
2010-04-27,16.0,11229.0,2010,4,2010,April,Tuesday,16.0
2010-04-28,15.0,11244.0,2010,4,2010,April,Wednesday,15.0
2010-04-29,11.0,11255.0,2010,4,2010,April,Thursday,11.0
2010-04-30,11.0,11266.0,2010,4,2010,April,Friday,11.0
2010-05-01,7.0,11273.0,2010,5,2010,May,Saturday,7.0
2010-05-02,3.0,11276.0,2010,5,2010,May,Sunday,3.0
2010-05-03,7.0,11283.0,2010,5,2010,May,Monday,7.0
2010-05-04,20.0,11303.0,2010,5,2010,May,Tuesday,20.0
2010-05-05,12.0,11315.0,2010,5,2010,May,Wednesday,12.0
2010-05-06,7.0,11322.0,2010,5,2010,May,Thursday,7.0
2010-05-07,3.0,11325.0,2010,5,2010,May,Friday,3.0
2010-05-08,3.0,11328.0,2010,5,2010,May,Saturday,3.0
2010-05-09,2.0,11330.0,2010,5,2010,May,Sunday,2.0
2010-05-10,19.0,11349.0,2010,5,2010,May,Monday,19.0
2010-05-11,19.0,11368.0,2010,5,2010,May,Tuesday,19.0
2010-05-12,15.0,11383.0,2010,5,2010,May,Wednesday,15.0
2010-05-13,14.0,11397.0,2010,5,2010,May,Thursday,14.0
2010-05-14,8.0,11405.0,2010,5,2010,May,Friday,8.0
2010-05-15,1.0,11406.0,2010,5,2010,May,Saturday,1.0
2010-05-16,1.0,11407.0,2010,5,2010,May,Sunday,1.0
2010-05-17,13.0,11420.0,2010,5,2010,May,Monday,13.0
2010-05-18,26.0,11446.0,2010,5,2010,May,Tuesday,26.0
2010-05-19,12.0,11458.0,2010,5,2010,May,Wednesday,12.0
2010-05-20,10.0,11468.0,2010,5,2010,May,Thursday,10.0
2010-05-21,4.0,11472.0,2010,5,2010,May,Friday,4.0
2010-05-22,1.0,11473.0,2010,5,2010,May,Saturday,1.0
2010-05-23,0.0,11473.0,2010,5,2010,May,Sunday,0.0
2010-05-24,17.0,11490.0,2010,5,2010,May,Monday,17.0
2010-05-25,23.0,11513.0,2010,5,2010,May,Tuesday,23.0
2010-05-26,17.0,11530.0,2010,5,2010,May,Wednesday,17.0
2010-05-27,10.0,11540.0,2010,5,2010,May,Thursday,10.0
2010-05-28,5.0,11545.0,2010,5,2010,May,Friday,5.0
2010-05-29,0.0,11545.0,2010,5,2010,May,Saturday,0.0
2010-05-30,1.0,11546.0,2010,5,2010,May,Sunday,1.0
2010-05-31,19.0,11565.0,2010,5,2010,May,Monday,19.0
2010-06-01,13.0,11578.0,2010,6,2010,June,Tuesday,13.0
2010-06-02,26.0,11604.0,2010,6,2010,June,Wednesday,26.0
2010-06-03,19.0,11623.0,2010,6,2010,June,Thursday,19.0
2010-06-04,11.0,11634.0,2010,6,2010,June,Friday,11.0
2010-06-05,3.0,11637.0,2010,6,2010,June,Saturday,3.0
2010-06-06,0.0,11637.0,2010,6,2010,June,Sunday,0.0
2010-06-07,7.0,11644.0,2010,6,2010,June,Monday,7.0
2010-06-08,16.0,11660.0,2010,6,2010,June,Tuesday,16.0
2010-06-09,15.0,11675.0,2010,6,2010,June,Wednesday,15.0
2010-06-10,25.0,11700.0,2010,6,2010,June,Thursday,25.0
2010-06-11,10.0,11710.0,2010,6,2010,June,Friday,10.0
2010-06-12,3.0,11713.0,2010,6,2010,June,Saturday,3.0
2010-06-13,3.0,11716.0,2010,6,2010,June,Sunday,3.0
2010-06-14,11.0,11727.0,2010,6,2010,June,Monday,11.0
2010-06-15,11.0,11738.0,2010,6,2010,June,Tuesday,11.0
2010-06-16,16.0,11754.0,2010,6,2010,June,Wednesday,16.0
2010-06-17,10.0,11764.0,2010,6,2010,June,Thursday,10.0
2010-06-18,12.0,11776.0,2010,6,2010,June,Friday,12.0
2010-06-19,1.0,11777.0,2010,6,2010,June,Saturday,1.0
2010-06-20,0.0,11777.0,2010,6,2010,June,Sunday,0.0
2010-06-21,8.0,11785.0,2010,6,2010,June,Monday,8.0
2010-06-22,29.0,11814.0,2010,6,2010,June,Tuesday,29.0
2010-06-23,16.0,11830.0,2010,6,2010,June,Wednesday,16.0
2010-06-24,17.0,11847.0,2010,6,2010,June,Thursday,17.0
2010-06-25,6.0,11853.0,2010,6,2010,June,Friday,6.0
2010-06-26,1.0,11854.0,2010,6,2010,June,Saturday,1.0
2010-06-27,0.0,11854.0,2010,6,2010,June,Sunday,0.0
