date,enrollment,cumulative,year,month,Year,Month,DayOfWeek,enrollment_cleaned
2007-01-01,16.0,16.0,2007,1,2007,January,Monday,16.0
2007-01-02,2.0,18.0,2007,1,2007,January,Tuesday,2.0
2007-01-03,2.0,20.0,2007,1,2007,January,Wednesday,2.0
2007-01-04,4.0,24.0,2007,1,2007,January,Thursday,4.0
2007-01-05,3.0,27.0,2007,1,2007,January,Friday,3.0
2007-01-06,0.0,27.0,2007,1,2007,January,Saturday,0.0
2007-01-07,0.0,27.0,2007,1,2007,January,Sunday,0.0
2007-01-08,1.0,28.0,2007,1,2007,January,Monday,1.0
2007-01-09,4.0,32.0,2007,1,2007,January,Tuesday,4.0
2007-01-10,8.0,40.0,2007,1,2007,January,Wednesday,8.0
2007-01-11,1.0,41.0,2007,1,2007,January,Thursday,1.0
2007-01-12,6.0,47.0,2007,1,2007,January,Friday,6.0
2007-01-13,0.0,47.0,2007,1,2007,January,Saturday,0.0
2007-01-14,2.0,49.0,2007,1,2007,January,Sunday,2.0
2007-01-15,4.0,53.0,2007,1,2007,January,Monday,4.0
2007-01-16,3.0,56.0,2007,1,2007,January,Tuesday,3.0
2007-01-17,3.0,59.0,2007,1,2007,January,Wednesday,3.0
2007-01-18,1.0,60.0,2007,1,2007,January,Thursday,1.0
2007-01-19,5.0,65.0,2007,1,2007,January,Friday,5.0
2007-01-20,1.0,66.0,2007,1,2007,January,Saturday,1.0
2007-01-21,1.0,67.0,2007,1,2007,January,Sunday,1.0
2007-01-22,1.0,68.0,2007,1,2007,January,Monday,1.0
2007-01-23,3.0,71.0,2007,1,2007,January,Tuesday,3.0
2007-01-24,4.0,75.0,2007,1,2007,January,Wednesday,4.0
2007-01-25,2.0,77.0,2007,1,2007,January,Thursday,2.0
2007-01-26,3.0,80.0,2007,1,2007,January,Friday,3.0
2007-01-27,0.0,80.0,2007,1,2007,January,Saturday,0.0
2007-01-28,0.0,80.0,2007,1,2007,January,Sunday,0.0
2007-01-29,6.0,86.0,2007,1,2007,January,Monday,6.0
2007-01-30,1.0,87.0,2007,1,2007,January,Tuesday,1.0
2007-01-31,6.0,93.0,2007,1,2007,January,Wednesday,6.0
2007-02-01,8.0,101.0,2007,2,2007,February,Thursday,8.0
2007-02-02,5.0,106.0,2007,2,2007,February,Friday,5.0
2007-02-03,2.0,108.0,2007,2,2007,February,Saturday,2.0
2007-02-04,0.0,108.0,2007,2,2007,February,Sunday,0.0
2007-02-05,4.0,112.0,2007,2,2007,February,Monday,4.0
2007-02-06,3.0,115.0,2007,2,2007,February,Tuesday,3.0
2007-02-07,8.0,123.0,2007,2,2007,February,Wednesday,8.0
2007-02-08,8.0,131.0,2007,2,2007,February,Thursday,8.0
2007-02-09,3.0,134.0,2007,2,2007,February,Friday,3.0
2007-02-10,0.0,134.0,2007,2,2007,February,Saturday,0.0
2007-02-11,0.0,134.0,2007,2,2007,February,Sunday,0.0
2007-02-12,3.0,137.0,2007,2,2007,February,Monday,3.0
2007-02-13,1.0,138.0,2007,2,2007,February,Tuesday,1.0
2007-02-14,7.0,145.0,2007,2,2007,February,Wednesday,7.0
2007-02-15,0.0,145.0,2007,2,2007,February,Thursday,0.0
2007-02-16,4.0,149.0,2007,2,2007,February,Friday,4.0
2007-02-17,0.0,149.0,2007,2,2007,February,Saturday,0.0
2007-02-18,0.0,149.0,2007,2,2007,February,Sunday,0.0
2007-02-19,3.0,152.0,2007,2,2007,February,Monday,3.0
2007-02-20,6.0,158.0,2007,2,2007,February,Tuesday,6.0
2007-02-21,0.0,158.0,2007,2,2007,February,Wednesday,0.0
2007-02-22,4.0,162.0,2007,2,2007,February,Thursday,4.0
2007-02-23,4.0,166.0,2007,2,2007,February,Friday,4.0
2007-02-24,0.0,166.0,2007,2,2007,February,Saturday,0.0
2007-02-25,0.0,166.0,2007,2,2007,February,Sunday,0.0
2007-02-26,3.0,169.0,2007,2,2007,February,Monday,3.0
2007-02-27,2.0,171.0,2007,2,2007,February,Tuesday,2.0
2007-02-28,7.0,178.0,2007,2,2007,February,Wednesday,7.0
2007-03-01,8.0,186.0,2007,3,2007,March,Thursday,8.0
2007-03-02,2.0,188.0,2007,3,2007,March,Friday,2.0
2007-03-03,0.0,188.0,2007,3,2007,March,Saturday,0.0
2007-03-04,0.0,188.0,2007,3,2007,March,Sunday,0.0
2007-03-05,7.0,195.0,2007,3,2007,March,Monday,7.0
2007-03-06,1.0,196.0,2007,3,2007,March,Tuesday,1.0
2007-03-07,3.0,199.0,2007,3,2007,March,Wednesday,3.0
2007-03-08,5.0,204.0,2007,3,2007,March,Thursday,5.0
2007-03-09,2.0,206.0,2007,3,2007,March,Friday,2.0
2007-03-10,1.0,207.0,2007,3,2007,March,Saturday,1.0
2007-03-11,0.0,207.0,2007,3,2007,March,Sunday,0.0
2007-03-12,3.0,210.0,2007,3,2007,March,Monday,3.0
2007-03-13,3.0,213.0,2007,3,2007,March,Tuesday,3.0
2007-03-14,4.0,217.0,2007,3,2007,March,Wednesday,4.0
2007-03-15,7.0,224.0,2007,3,2007,March,Thursday,7.0
2007-03-16,2.0,226.0,2007,3,2007,March,Friday,2.0
2007-03-17,0.0,226.0,2007,3,2007,March,Saturday,0.0
2007-03-18,0.0,226.0,2007,3,2007,March,Sunday,0.0
2007-03-19,4.0,230.0,2007,3,2007,March,Monday,4.0
2007-03-20,2.0,232.0,2007,3,2007,March,Tuesday,2.0
2007-03-21,2.0,234.0,2007,3,2007,March,Wednesday,2.0
2007-03-22,3.0,237.0,2007,3,2007,March,Thursday,3.0
2007-03-23,4.0,241.0,2007,3,2007,March,Friday,4.0
2007-03-24,0.0,241.0,2007,3,2007,March,Saturday,0.0
2007-03-25,0.0,241.0,2007,3,2007,March,Sunday,0.0
2007-03-26,4.0,245.0,2007,3,2007,March,Monday,4.0
2007-03-27,0.0,245.0,2007,3,2007,March,Tuesday,0.0
2007-03-28,6.0,251.0,2007,3,2007,March,Wednesday,6.0
2007-03-29,2.0,253.0,2007,3,2007,March,Thursday,2.0
2007-03-30,2.0,255.0,2007,3,2007,March,Friday,2.0
2007-03-31,0.0,255.0,2007,3,2007,March,Saturday,0.0
2007-04-01,0.0,255.0,2007,4,2007,April,Sunday,0.0
2007-04-02,3.0,258.0,2007,4,2007,April,Monday,3.0
2007-04-03,1.0,259.0,2007,4,2007,April,Tuesday,1.0
2007-04-04,9.0,268.0,2007,4,2007,April,Wednesday,9.0
2007-04-05,6.0,274.0,2007,4,2007,April,Thursday,6.0
2007-04-06,2.0,276.0,2007,4,2007,April,Friday,2.0
2007-04-07,0.0,276.0,2007,4,2007,April,Saturday,0.0
2007-04-08,0.0,276.0,2007,4,2007,April,Sunday,0.0
2007-04-09,0.0,276.0,2007,4,2007,April,Monday,0.0
2007-04-10,4.0,280.0,2007,4,2007,April,Tuesday,4.0
2007-04-11,5.0,285.0,2007,4,2007,April,Wednesday,5.0
2007-04-12,4.0,289.0,2007,4,2007,April,Thursday,4.0
2007-04-13,10.0,299.0,2007,4,2007,April,Friday,10.0
2007-04-14,2.0,301.0,2007,4,2007,April,Saturday,2.0
2007-04-15,0.0,301.0,2007,4,2007,April,Sunday,0.0
2007-04-16,7.0,308.0,2007,4,2007,April,Monday,7.0
2007-04-17,0.0,308.0,2007,4,2007,April,Tuesday,0.0
2007-04-18,9.0,317.0,2007,4,2007,April,Wednesday,9.0
2007-04-19,5.0,322.0,2007,4,2007,April,Thursday,5.0
2007-04-20,0.0,322.0,2007,4,2007,April,Friday,0.0
2007-04-21,1.0,323.0,2007,4,2007,April,Saturday,1.0
2007-04-22,0.0,323.0,2007,4,2007,April,Sunday,0.0
2007-04-23,0.0,323.0,2007,4,2007,April,Monday,0.0
2007-04-24,8.0,331.0,2007,4,2007,April,Tuesday,8.0
2007-04-25,9.0,340.0,2007,4,2007,April,Wednesday,9.0
2007-04-26,3.0,343.0,2007,4,2007,April,Thursday,3.0
2007-04-27,5.0,348.0,2007,4,2007,April,Friday,5.0
2007-04-28,0.0,348.0,2007,4,2007,April,Saturday,0.0
2007-04-29,0.0,348.0,2007,4,2007,April,Sunday,0.0
2007-04-30,4.0,352.0,2007,4,2007,April,Monday,4.0
2007-05-01,10.0,362.0,2007,5,2007,May,Tuesday,10.0
2007-05-02,2.0,364.0,2007,5,2007,May,Wednesday,2.0
2007-05-03,2.0,366.0,2007,5,2007,May,Thursday,2.0
2007-05-04,4.0,370.0,2007,5,2007,May,Friday,4.0
2007-05-05,0.0,370.0,2007,5,2007,May,Saturday,0.0
2007-05-06,0.0,370.0,2007,5,2007,May,Sunday,0.0
2007-05-07,0.0,370.0,2007,5,2007,May,Monday,0.0
2007-05-08,2.0,372.0,2007,5,2007,May,Tuesday,2.0
2007-05-09,0.0,372.0,2007,5,2007,May,Wednesday,0.0
2007-05-10,4.0,376.0,2007,5,2007,May,Thursday,4.0
2007-05-11,1.0,377.0,2007,5,2007,May,Friday,1.0
2007-05-12,0.0,377.0,2007,5,2007,May,Saturday,0.0
2007-05-13,0.0,377.0,2007,5,2007,May,Sunday,0.0
2007-05-14,0.0,377.0,2007,5,2007,May,Monday,0.0
2007-05-15,4.0,381.0,2007,5,2007,May,Tuesday,4.0
2007-05-16,0.0,381.0,2007,5,2007,May,Wednesday,0.0
2007-05-17,4.0,385.0,2007,5,2007,May,Thursday,4.0
2007-05-18,4.0,389.0,2007,5,2007,May,Friday,4.0
2007-05-19,0.0,389.0,2007,5,2007,May,Saturday,0.0
2007-05-20,0.0,389.0,2007,5,2007,May,Sunday,0.0
2007-05-21,2.0,391.0,2007,5,2007,May,Monday,2.0
2007-05-22,2.0,393.0,2007,5,2007,May,Tuesday,2.0
2007-05-23,5.0,398.0,2007,5,2007,May,Wednesday,5.0
2007-05-24,6.0,404.0,2007,5,2007,May,Thursday,6.0
2007-05-25,13.0,417.0,2007,5,2007,May,Friday,13.0
2007-05-26,1.0,418.0,2007,5,2007,May,Saturday,1.0
2007-05-27,1.0,419.0,2007,5,2007,May,Sunday,1.0
2007-05-28,4.0,423.0,2007,5,2007,May,Monday,4.0
2007-05-29,0.0,423.0,2007,5,2007,May,Tuesday,0.0
2007-05-30,6.0,429.0,2007,5,2007,May,Wednesday,6.0
2007-05-31,4.0,433.0,2007,5,2007,May,Thursday,4.0
2007-06-01,5.0,438.0,2007,6,2007,June,Friday,5.0
2007-06-02,1.0,439.0,2007,6,2007,June,Saturday,1.0
2007-06-03,0.0,439.0,2007,6,2007,June,Sunday,0.0
2007-06-04,5.0,444.0,2007,6,2007,June,Monday,5.0
2007-06-05,6.0,450.0,2007,6,2007,June,Tuesday,6.0
2007-06-06,5.0,455.0,2007,6,2007,June,Wednesday,5.0
2007-06-07,6.0,461.0,2007,6,2007,June,Thursday,6.0
2007-06-08,6.0,467.0,2007,6,2007,June,Friday,6.0
2007-06-09,2.0,469.0,2007,6,2007,June,Saturday,2.0
2007-06-10,0.0,469.0,2007,6,2007,June,Sunday,0.0
2007-06-11,6.0,475.0,2007,6,2007,June,Monday,6.0
2007-06-12,2.0,477.0,2007,6,2007,June,Tuesday,2.0
2007-06-13,5.0,482.0,2007,6,2007,June,Wednesday,5.0
2007-06-14,3.0,485.0,2007,6,2007,June,Thursday,3.0
2007-06-15,2.0,487.0,2007,6,2007,June,Friday,2.0
2007-06-16,0.0,487.0,2007,6,2007,June,Saturday,0.0
2007-06-17,0.0,487.0,2007,6,2007,June,Sunday,0.0
2007-06-18,3.0,490.0,2007,6,2007,June,Monday,3.0
2007-06-19,6.0,496.0,2007,6,2007,June,Tuesday,6.0
2007-06-20,10.0,506.0,2007,6,2007,June,Wednesday,10.0
2007-06-21,5.0,511.0,2007,6,2007,June,Thursday,5.0
2007-06-22,3.0,514.0,2007,6,2007,June,Friday,3.0
2007-06-23,0.0,514.0,2007,6,2007,June,Saturday,0.0
2007-06-24,1.0,515.0,2007,6,2007,June,Sunday,1.0
2007-06-25,9.0,524.0,2007,6,2007,June,Monday,9.0
2007-06-26,0.0,524.0,2007,6,2007,June,Tuesday,0.0
2007-06-27,7.0,531.0,2007,6,2007,June,Wednesday,7.0
2007-06-28,5.0,536.0,2007,6,2007,June,Thursday,5.0
2007-06-29,3.0,539.0,2007,6,2007,June,Friday,3.0
2007-06-30,0.0,539.0,2007,6,2007,June,Saturday,0.0
2007-07-01,0.0,539.0,2007,7,2007,July,Sunday,0.0
2007-07-02,7.0,546.0,2007,7,2007,July,Monday,7.0
2007-07-03,7.0,553.0,2007,7,2007,July,Tuesday,7.0
2007-07-04,3.0,556.0,2007,7,2007,July,Wednesday,3.0
2007-07-05,1.0,557.0,2007,7,2007,July,Thursday,1.0
2007-07-06,6.0,563.0,2007,7,2007,July,Friday,6.0
2007-07-07,1.0,564.0,2007,7,2007,July,Saturday,1.0
2007-07-08,0.0,564.0,2007,7,2007,July,Sunday,0.0
2007-07-09,9.0,573.0,2007,7,2007,July,Monday,9.0
2007-07-10,2.0,575.0,2007,7,2007,July,Tuesday,2.0
2007-07-11,8.0,583.0,2007,7,2007,July,Wednesday,8.0
2007-07-12,2.0,585.0,2007,7,2007,July,Thursday,2.0
2007-07-13,4.0,589.0,2007,7,2007,July,Friday,4.0
2007-07-14,3.0,592.0,2007,7,2007,July,Saturday,3.0
2007-07-15,0.0,592.0,2007,7,2007,July,Sunday,0.0
2007-07-16,1.0,593.0,2007,7,2007,July,Monday,1.0
2007-07-17,10.0,603.0,2007,7,2007,July,Tuesday,10.0
2007-07-18,7.0,610.0,2007,7,2007,July,Wednesday,7.0
2007-07-19,5.0,615.0,2007,7,2007,July,Thursday,5.0
2007-07-20,5.0,620.0,2007,7,2007,July,Friday,5.0
2007-07-21,0.0,620.0,2007,7,2007,July,Saturday,0.0
2007-07-22,1.0,621.0,2007,7,2007,July,Sunday,1.0
2007-07-23,8.0,629.0,2007,7,2007,July,Monday,8.0
2007-07-24,0.0,629.0,2007,7,2007,July,Tuesday,0.0
2007-07-25,4.0,633.0,2007,7,2007,July,Wednesday,4.0
2007-07-26,6.0,639.0,2007,7,2007,July,Thursday,6.0
2007-07-27,5.0,644.0,2007,7,2007,July,Friday,5.0
2007-07-28,0.0,644.0,2007,7,2007,July,Saturday,0.0
2007-07-29,1.0,645.0,2007,7,2007,July,Sunday,1.0
2007-07-30,5.0,650.0,2007,7,2007,July,Monday,5.0
2007-07-31,7.0,657.0,2007,7,2007,July,Tuesday,7.0
2007-08-01,5.0,662.0,2007,8,2007,August,Wednesday,5.0
2007-08-02,3.0,665.0,2007,8,2007,August,Thursday,3.0
2007-08-03,4.0,669.0,2007,8,2007,August,Friday,4.0
2007-08-04,0.0,669.0,2007,8,2007,August,Saturday,0.0
2007-08-05,3.0,672.0,2007,8,2007,August,Sunday,3.0
2007-08-06,5.0,677.0,2007,8,2007,August,Monday,5.0
2007-08-07,7.0,684.0,2007,8,2007,August,Tuesday,7.0
2007-08-08,11.0,695.0,2007,8,2007,August,Wednesday,11.0
2007-08-09,6.0,701.0,2007,8,2007,August,Thursday,6.0
2007-08-10,6.0,707.0,2007,8,2007,August,Friday,6.0
2007-08-11,0.0,707.0,2007,8,2007,August,Saturday,0.0
2007-08-12,0.0,707.0,2007,8,2007,August,Sunday,0.0
2007-08-13,11.0,718.0,2007,8,2007,August,Monday,11.0
2007-08-14,4.0,722.0,2007,8,2007,August,Tuesday,4.0
2007-08-15,7.0,729.0,2007,8,2007,August,Wednesday,7.0
2007-08-16,4.0,733.0,2007,8,2007,August,Thursday,4.0
2007-08-17,7.0,740.0,2007,8,2007,August,Friday,7.0
2007-08-18,1.0,741.0,2007,8,2007,August,Saturday,1.0
2007-08-19,1.0,742.0,2007,8,2007,August,Sunday,1.0
2007-08-20,8.0,750.0,2007,8,2007,August,Monday,8.0
2007-08-21,12.0,762.0,2007,8,2007,August,Tuesday,12.0
2007-08-22,11.0,773.0,2007,8,2007,August,Wednesday,11.0
2007-08-23,11.0,784.0,2007,8,2007,August,Thursday,11.0
2007-08-24,7.0,791.0,2007,8,2007,August,Friday,7.0
2007-08-25,0.0,791.0,2007,8,2007,August,Saturday,0.0
2007-08-26,2.0,793.0,2007,8,2007,August,Sunday,2.0
2007-08-27,8.0,801.0,2007,8,2007,August,Monday,8.0
2007-08-28,5.0,806.0,2007,8,2007,August,Tuesday,5.0
2007-08-29,15.0,821.0,2007,8,2007,August,Wednesday,15.0
2007-08-30,12.0,833.0,2007,8,2007,August,Thursday,12.0
2007-08-31,5.0,838.0,2007,8,2007,August,Friday,5.0
2007-09-01,3.0,841.0,2007,9,2007,September,Saturday,3.0
2007-09-02,2.0,843.0,2007,9,2007,September,Sunday,2.0
2007-09-03,2.0,845.0,2007,9,2007,September,Monday,2.0
2007-09-04,12.0,857.0,2007,9,2007,September,Tuesday,12.0
2007-09-05,18.0,875.0,2007,9,2007,September,Wednesday,18.0
2007-09-06,7.0,882.0,2007,9,2007,September,Thursday,7.0
2007-09-07,6.0,888.0,2007,9,2007,September,Friday,6.0
2007-09-08,2.0,890.0,2007,9,2007,September,Saturday,2.0
2007-09-09,4.0,894.0,2007,9,2007,September,Sunday,4.0
2007-09-10,9.0,903.0,2007,9,2007,September,Monday,9.0
2007-09-11,5.0,908.0,2007,9,2007,September,Tuesday,5.0
2007-09-12,7.0,915.0,2007,9,2007,September,Wednesday,7.0
2007-09-13,3.0,918.0,2007,9,2007,September,Thursday,3.0
2007-09-14,8.0,926.0,2007,9,2007,September,Friday,8.0
2007-09-15,1.0,927.0,2007,9,2007,September,Saturday,1.0
2007-09-16,1.0,928.0,2007,9,2007,September,Sunday,1.0
2007-09-17,1.0,929.0,2007,9,2007,September,Monday,1.0
2007-09-18,5.0,934.0,2007,9,2007,September,Tuesday,5.0
2007-09-19,14.0,948.0,2007,9,2007,September,Wednesday,14.0
2007-09-20,18.0,966.0,2007,9,2007,September,Thursday,18.0
2007-09-21,5.0,971.0,2007,9,2007,September,Friday,5.0
2007-09-22,1.0,972.0,2007,9,2007,September,Saturday,1.0
2007-09-23,2.0,974.0,2007,9,2007,September,Sunday,2.0
2007-09-24,15.0,989.0,2007,9,2007,September,Monday,15.0
2007-09-25,6.0,995.0,2007,9,2007,September,Tuesday,6.0
2007-09-26,11.0,1006.0,2007,9,2007,September,Wednesday,11.0
2007-09-27,5.0,1011.0,2007,9,2007,September,Thursday,5.0
2007-09-28,13.0,1024.0,2007,9,2007,September,Friday,13.0
2007-09-29,3.0,1027.0,2007,9,2007,September,Saturday,3.0
2007-09-30,2.0,1029.0,2007,9,2007,September,Sunday,2.0
2007-10-01,5.0,1034.0,2007,10,2007,October,Monday,5.0
2007-10-02,17.0,1051.0,2007,10,2007,October,Tuesday,17.0
2007-10-03,11.0,1062.0,2007,10,2007,October,Wednesday,11.0
2007-10-04,15.0,1077.0,2007,10,2007,October,Thursday,15.0
2007-10-05,11.0,1088.0,2007,10,2007,October,Friday,11.0
2007-10-06,2.0,1090.0,2007,10,2007,October,Saturday,2.0
2007-10-07,0.0,1090.0,2007,10,2007,October,Sunday,0.0
2007-10-08,19.0,1109.0,2007,10,2007,October,Monday,19.0
2007-10-09,4.0,1113.0,2007,10,2007,October,Tuesday,4.0
2007-10-10,20.0,1133.0,2007,10,2007,October,Wednesday,20.0
2007-10-11,5.0,1138.0,2007,10,2007,October,Thursday,5.0
2007-10-12,3.0,1141.0,2007,10,2007,October,Friday,3.0
2007-10-13,1.0,1142.0,2007,10,2007,October,Saturday,1.0
2007-10-14,0.0,1142.0,2007,10,2007,October,Sunday,0.0
2007-10-15,10.0,1152.0,2007,10,2007,October,Monday,10.0
2007-10-16,6.0,1158.0,2007,10,2007,October,Tuesday,6.0
2007-10-17,4.0,1162.0,2007,10,2007,October,Wednesday,4.0
2007-10-18,2.0,1164.0,2007,10,2007,October,Thursday,2.0
2007-10-19,10.0,1174.0,2007,10,2007,October,Friday,10.0
2007-10-20,0.0,1174.0,2007,10,2007,October,Saturday,0.0
2007-10-21,4.0,1178.0,2007,10,2007,October,Sunday,4.0
2007-10-22,14.0,1192.0,2007,10,2007,October,Monday,14.0
2007-10-23,16.0,1208.0,2007,10,2007,October,Tuesday,16.0
2007-10-24,15.0,1223.0,2007,10,2007,October,Wednesday,15.0
2007-10-25,6.0,1229.0,2007,10,2007,October,Thursday,6.0
2007-10-26,10.0,1239.0,2007,10,2007,October,Friday,10.0
2007-10-27,3.0,1242.0,2007,10,2007,October,Saturday,3.0
2007-10-28,6.0,1248.0,2007,10,2007,October,Sunday,6.0
2007-10-29,15.0,1263.0,2007,10,2007,October,Monday,15.0
2007-10-30,11.0,1274.0,2007,10,2007,October,Tuesday,11.0
2007-10-31,12.0,1286.0,2007,10,2007,October,Wednesday,12.0
2007-11-01,23.0,1309.0,2007,11,2007,November,Thursday,23.0
2007-11-02,4.0,1313.0,2007,11,2007,November,Friday,4.0
2007-11-03,1.0,1314.0,2007,11,2007,November,Saturday,1.0
2007-11-04,0.0,1314.0,2007,11,2007,November,Sunday,0.0
2007-11-05,11.0,1325.0,2007,11,2007,November,Monday,11.0
2007-11-06,7.0,1332.0,2007,11,2007,November,Tuesday,7.0
2007-11-07,22.0,1354.0,2007,11,2007,November,Wednesday,22.0
2007-11-08,8.0,1362.0,2007,11,2007,November,Thursday,8.0
2007-11-09,12.0,1374.0,2007,11,2007,November,Friday,12.0
2007-11-10,2.0,1376.0,2007,11,2007,November,Saturday,2.0
2007-11-11,0.0,1376.0,2007,11,2007,November,Sunday,0.0
2007-11-12,14.0,1390.0,2007,11,2007,November,Monday,14.0
2007-11-13,7.0,1397.0,2007,11,2007,November,Tuesday,7.0
2007-11-14,16.0,1413.0,2007,11,2007,November,Wednesday,16.0
2007-11-15,8.0,1421.0,2007,11,2007,November,Thursday,8.0
2007-11-16,4.0,1425.0,2007,11,2007,November,Friday,4.0
2007-11-17,0.0,1425.0,2007,11,2007,November,Saturday,0.0
2007-11-18,1.0,1426.0,2007,11,2007,November,Sunday,1.0
2007-11-19,21.0,1447.0,2007,11,2007,November,Monday,21.0
2007-11-20,10.0,1457.0,2007,11,2007,November,Tuesday,10.0
2007-11-21,4.0,1461.0,2007,11,2007,November,Wednesday,4.0
2007-11-22,15.0,1476.0,2007,11,2007,November,Thursday,15.0
2007-11-23,8.0,1484.0,2007,11,2007,November,Friday,8.0
2007-11-24,0.0,1484.0,2007,11,2007,November,Saturday,0.0
2007-11-25,4.0,1488.0,2007,11,2007,November,Sunday,4.0
2007-11-26,8.0,1496.0,2007,11,2007,November,Monday,8.0
2007-11-27,10.0,1506.0,2007,11,2007,November,Tuesday,10.0
2007-11-28,24.0,1530.0,2007,11,2007,November,Wednesday,24.0
2007-11-29,14.0,1544.0,2007,11,2007,November,Thursday,14.0
2007-11-30,8.0,1552.0,2007,11,2007,November,Friday,8.0
2007-12-01,4.0,1556.0,2007,12,2007,December,Saturday,4.0
2007-12-02,0.0,1556.0,2007,12,2007,December,Sunday,0.0
2007-12-03,11.0,1567.0,2007,12,2007,December,Monday,11.0
2007-12-04,13.0,1580.0,2007,12,2007,December,Tuesday,13.0
2007-12-05,12.0,1592.0,2007,12,2007,December,Wednesday,12.0
2007-12-06,7.0,1599.0,2007,12,2007,December,Thursday,7.0
2007-12-07,7.0,1606.0,2007,12,2007,December,Friday,7.0
2007-12-08,1.0,1607.0,2007,12,2007,December,Saturday,1.0
2007-12-09,1.0,1608.0,2007,12,2007,December,Sunday,1.0
2007-12-10,11.0,1619.0,2007,12,2007,December,Monday,11.0
2007-12-11,13.0,1632.0,2007,12,2007,December,Tuesday,13.0
2007-12-12,14.0,1646.0,2007,12,2007,December,Wednesday,14.0
2007-12-13,11.0,1657.0,2007,12,2007,December,Thursday,11.0
2007-12-14,8.0,1665.0,2007,12,2007,December,Friday,8.0
2007-12-15,0.0,1665.0,2007,12,2007,December,Saturday,0.0
2007-12-16,1.0,1666.0,2007,12,2007,December,Sunday,1.0
2007-12-17,10.0,1676.0,2007,12,2007,December,Monday,10.0
2007-12-18,9.0,1685.0,2007,12,2007,December,Tuesday,9.0
2007-12-19,10.0,1695.0,2007,12,2007,December,Wednesday,10.0
2007-12-20,4.0,1699.0,2007,12,2007,December,Thursday,4.0
2007-12-21,9.0,1708.0,2007,12,2007,December,Friday,9.0
2007-12-22,1.0,1709.0,2007,12,2007,December,Saturday,1.0
2007-12-23,0.0,1709.0,2007,12,2007,December,Sunday,0.0
2007-12-24,13.0,1722.0,2007,12,2007,December,Monday,13.0
2007-12-25,0.0,1722.0,2007,12,2007,December,Tuesday,0.0
2007-12-26,0.0,1722.0,2007,12,2007,December,Wednesday,0.0
2007-12-27,6.0,1728.0,2007,12,2007,December,Thursday,6.0
2007-12-28,2.0,1730.0,2007,12,2007,December,Friday,2.0
2007-12-29,1.0,1731.0,2007,12,2007,December,Saturday,1.0
2007-12-30,0.0,1731.0,2007,12,2007,December,Sunday,0.0
2007-12-31,5.0,1736.0,2007,12,2007,December,Monday,5.0
2008-01-01,90.0,1826.0,2008,1,2008,January,Tuesday,90.0
2008-01-02,20.0,1846.0,2008,1,2008,January,Wednesday,20.0
2008-01-03,19.0,1865.0,2008,1,2008,January,Thursday,19.0
2008-01-04,13.0,1878.0,2008,1,2008,January,Friday,13.0
2008-01-05,4.0,1882.0,2008,1,2008,January,Saturday,4.0
2008-01-06,0.0,1882.0,2008,1,2008,January,Sunday,0.0
2008-01-07,19.0,1901.0,2008,1,2008,January,Monday,19.0
2008-01-08,125.0,2026.0,2008,1,2008,January,Tuesday,125.0
2008-01-09,30.0,2056.0,2008,1,2008,January,Wednesday,30.0
2008-01-10,26.0,2082.0,2008,1,2008,January,Thursday,26.0
2008-01-11,6.0,2088.0,2008,1,2008,January,Friday,6.0
2008-01-12,3.0,2091.0,2008,1,2008,January,Saturday,3.0
2008-01-13,0.0,2091.0,2008,1,2008,January,Sunday,0.0
2008-01-14,21.0,2112.0,2008,1,2008,January,Monday,21.0
2008-01-15,29.0,2141.0,2008,1,2008,January,Tuesday,29.0
2008-01-16,29.0,2170.0,2008,1,2008,January,Wednesday,29.0
2008-01-17,24.0,2194.0,2008,1,2008,January,Thursday,24.0
2008-01-18,11.0,2205.0,2008,1,2008,January,Friday,11.0
2008-01-19,2.0,2207.0,2008,1,2008,January,Saturday,2.0
2008-01-20,3.0,2210.0,2008,1,2008,January,Sunday,3.0
2008-01-21,14.0,2224.0,2008,1,2008,January,Monday,14.0
2008-01-22,20.0,2244.0,2008,1,2008,January,Tuesday,20.0
2008-01-23,18.0,2262.0,2008,1,2008,January,Wednesday,18.0
2008-01-24,13.0,2275.0,2008,1,2008,January,Thursday,13.0
2008-01-25,9.0,2284.0,2008,1,2008,January,Friday,9.0
2008-01-26,0.0,2284.0,2008,1,2008,January,Saturday,0.0
2008-01-27,0.0,2284.0,2008,1,2008,January,Sunday,0.0
2008-01-28,10.0,2294.0,2008,1,2008,January,Monday,10.0
2008-01-29,15.0,2309.0,2008,1,2008,January,Tuesday,15.0
2008-01-30,17.0,2326.0,2008,1,2008,January,Wednesday,17.0
2008-01-31,8.0,2334.0,2008,1,2008,January,Thursday,8.0
2008-02-01,15.0,2349.0,2008,2,2008,February,Friday,15.0
2008-02-02,0.0,2349.0,2008,2,2008,February,Saturday,0.0
2008-02-03,0.0,2349.0,2008,2,2008,February,Sunday,0.0
2008-02-04,9.0,2358.0,2008,2,2008,February,Monday,9.0
2008-02-05,35.0,2393.0,2008,2,2008,February,Tuesday,35.0
2008-02-06,17.0,2410.0,2008,2,2008,February,Wednesday,17.0
2008-02-07,16.0,2426.0,2008,2,2008,February,Thursday,16.0
2008-02-08,12.0,2438.0,2008,2,2008,February,Friday,12.0
2008-02-09,1.0,2439.0,2008,2,2008,February,Saturday,1.0
2008-02-10,2.0,2441.0,2008,2,2008,February,Sunday,2.0
